appid,name,developer,publisher,price,discount,genre,tags
32370,STAR WARS Knights of the Old Republic,"BioWare, Aspyr (Mac)","LucasArts, Aspyr (Mac), Disney, Lucasfilm",999,0,"Adventure, RPG","{'RPG': 1080, 'Sci-fi': 601, 'Story Rich': 587, 'Singleplayer': 556, 'Classic': 529, 'Adventure': 402, 'Party-Based RPG': 395, 'Real-Time with Pause': 336, 'Choices Matter': 302, 'Third Person': 290, 'Action': 237, 'Space': 215, 'Exploration': 214, 'Fantasy': 194, 'Atmospheric': 183, 'Turn-Based': 169, 'Great Soundtrack': 160, 'Moddable': 150, 'Female Protagonist': 101, 'Open World': 80}"
33230,Assassin's Creed 2,Ubisoft Montreal,Ubisoft,1999,0,"Action, Adventure","{'Action': 835, 'Open World': 738, 'Parkour': 670, 'Assassin': 649, 'Adventure': 644, 'Stealth': 642, 'Third Person': 545, 'Historical': 537, 'Story Rich': 431, 'Singleplayer': 401, 'Great Soundtrack': 309, 'Atmospheric': 247, 'Conspiracy': 226, 'Action-Adventure': 219, 'Multiplayer': 199, 'Classic': 178, 'Controller': 156, 'Alternate History': 150, 'Sandbox': 119, 'Sci-fi': 96}"
39140,FINAL FANTASY VII,Square Enix,Square Enix,1199,0,RPG,"{'JRPG': 1151, 'RPG': 861, 'Classic': 673, 'Turn-Based': 525, 'Story Rich': 503, 'Singleplayer': 485, 'Great Soundtrack': 471, 'Fantasy': 382, 'Retro': 203, 'Adventure': 159, 'Party-Based RPG': 138, 'Epic': 133, 'Sci-fi': 131, 'Open World': 129, 'Cyberpunk': 120, 'Atmospheric': 115, 'Exploration': 102, 'Dystopian ': 99, ""1990's"": 90, 'Strategy': 77}"
39210,FINAL FANTASY XIV Online,Square Enix,Square Enix,1999,0,"Massively Multiplayer, RPG","{'MMORPG': 693, 'RPG': 499, 'Massively Multiplayer': 473, 'Fantasy': 435, 'Character Customization': 394, 'JRPG': 386, 'Great Soundtrack': 371, 'Story Rich': 354, 'Open World': 334, 'Anime': 327, 'Multiplayer': 233, 'Adventure': 210, 'Magic': 167, 'Action': 135, 'Atmospheric': 126, 'Co-op': 125, 'Online Co-Op': 101, 'Action RPG': 101, 'Female Protagonist': 42, 'Singleplayer': 36}"
47870,Need For Speed: Hot Pursuit,Criterion Games,Electronic Arts,0,0,Racing,"{'Racing': 1051, 'Combat Racing': 1041, 'Sports': 1015, 'Driving': 981, 'PvP': 974, 'Automobile Sim': 965, 'Open World': 495, 'Third Person': 491, 'Arcade': 490, 'First-Person': 483, 'Simulation': 469, 'Atmospheric': 465, 'Online Co-Op': 461, 'Adventure': 461, 'Multiplayer': 459, 'Action': 457, 'Co-op': 457, 'Singleplayer': 242, 'Controller': 191, 'Great Soundtrack': 170}"
47890,The Sims 3,The Sims Studio,Electronic Arts,1999,0,Simulation,"{'Life Sim': 1814, 'Simulation': 1557, 'Character Customization': 969, 'Building': 814, 'Sandbox': 808, 'Singleplayer': 767, 'Casual': 599, 'Funny': 428, 'Moddable': 411, 'RPG': 338, 'Romance': 337, 'Family Friendly': 320, 'Comedy': 284, 'Adventure': 264, 'Replay Value': 256, 'Multiplayer': 248, 'Nudity': 218, 'Great Soundtrack': 180, 'Strategy': 160, 'Action': 123}"
48000,LIMBO,Playdead,Playdead,999,0,"Action, Adventure, Indie","{'Puzzle-Platformer': 1722, 'Indie': 1253, 'Puzzle': 1075, 'Platformer': 1060, 'Dark': 986, 'Atmospheric': 918, 'Adventure': 705, '2D': 699, 'Singleplayer': 675, 'Horror': 617, 'Surreal': 321, 'Short': 281, 'Side Scroller': 265, 'Difficult': 232, 'Minimalist': 201, 'Physics': 199, 'Action': 190, 'Cinematic': 140, 'Casual': 140, 'Controller': 98}"
49520,Borderlands 2,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",1999,0,"Action, RPG","{'Loot': 9662, 'Shooter': 9163, 'Action': 9081, 'Multiplayer': 7513, 'Co-op': 7374, 'Looter Shooter': 7061, 'FPS': 6832, 'RPG': 5491, 'First-Person': 5368, 'Funny': 5035, 'Comedy': 4814, 'Open World': 3461, 'Combat': 2949, 'Online Co-Op': 2087, 'Adventure': 2004, 'Action RPG': 1760, 'Dark Humor': 1677, 'Singleplayer': 1342, 'Memes': 1333, 'Sci-fi': 1296}"
57300,Amnesia: The Dark Descent,Frictional Games,Frictional Games,1999,0,"Action, Adventure, Indie","{'Horror': 2643, 'Gore': 1067, 'Survival Horror': 1047, 'Psychological Horror': 1040, 'Atmospheric': 1032, 'Puzzle': 1028, 'First-Person': 1021, 'Nudity': 777, 'Dark': 757, 'Adventure': 753, 'Lovecraftian': 748, 'Indie': 743, 'Singleplayer': 701, 'Action': 471, 'Exploration': 470, 'Stealth': 470, 'Walking Simulator': 412, 'Physics': 402, 'Surreal': 395, 'Story Rich': 393}"
65930,The Bureau: XCOM Declassified,2K Marin,2K,1999,0,Action,"{'Action': 290, 'Tactical': 222, 'Sci-fi': 222, 'Third-Person Shooter': 210, 'Singleplayer': 146, 'Third Person': 140, 'Aliens': 126, 'Strategy': 114, 'Shooter': 103, 'RPG': 70, 'Adventure': 46, 'Atmospheric': 46, 'Cold War': 38, 'Story Rich': 34, 'Multiplayer': 30, 'Open World': 20, 'Noir': 17, 'Stealth': 14, 'Retro': 8, 'War': 5}"
65980,Sid Meier's Civilization: Beyond Earth,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",3999,0,Strategy,"{'Strategy': 934, 'Turn-Based Strategy': 816, 'Sci-fi': 686, 'Space': 537, '4X': 500, 'Turn-Based': 483, 'Multiplayer': 433, 'Futuristic': 396, 'Singleplayer': 395, 'Aliens': 334, 'Tactical': 300, 'Hex Grid': 299, 'Grand Strategy': 278, 'Replay Value': 251, 'Exploration': 219, 'Atmospheric': 158, 'Adventure': 146, 'Moddable': 144, 'Simulation': 144, 'Action': 60}"
72850,The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,1999,0,RPG,"{'Open World': 9925, 'RPG': 8626, 'Fantasy': 6164, 'Adventure': 5527, 'Dragons': 4801, 'Moddable': 4787, 'First-Person': 3935, 'Action': 3510, 'Medieval': 3443, 'Singleplayer': 3396, 'Magic': 3349, 'Story Rich': 2950, 'Great Soundtrack': 2814, 'Sandbox': 2494, 'Lore-Rich': 2444, 'Atmospheric': 2420, 'Character Customization': 2336, 'Action RPG': 1800, 'Third Person': 1737, 'Epic': 1532}"
96000,The Tiny Bang Story,Colibri Games,Colibri Games,499,0,"Adventure, Casual, Indie","{'Point & Click': 4574, 'Puzzle': 4571, 'Hand-drawn': 4567, 'Steampunk': 244, 'Retro': 240, 'Atmospheric': 236, '2D': 232, 'Story Rich': 225, 'Casual': 224, 'Family Friendly': 221, 'Cute': 220, 'Surreal': 214, 'Stylized': 214, 'Adventure': 201, 'Singleplayer': 173, 'Hidden Object': 171, 'Indie': 147, 'Minigames': 142, 'Logic': 137, 'Relaxing': 131}"
105450,Age of Empires III (2007),Ensemble Studios,Xbox Game Studios,3999,0,"Simulation, Strategy","{'Strategy': 1329, 'RTS': 955, 'Base-Building': 752, 'Multiplayer': 633, 'Historical': 620, 'Resource Management': 579, 'City Builder': 543, 'War': 522, 'Simulation': 385, 'Real-Time': 365, 'Singleplayer': 363, 'Military': 293, 'Classic': 287, 'Building': 277, 'Open World': 202, 'Co-op': 196, 'Action': 187, 'Online Co-Op': 179, 'Real-Time with Pause': 164, 'Adventure': 149}"
105600,Terraria,Re-Logic,Re-Logic,999,0,"Action, Adventure, Indie, RPG","{'Open World Survival Craft': 15316, 'Sandbox': 15086, 'Survival': 11844, '2D': 11559, 'Multiplayer': 11446, 'Adventure': 10862, 'Pixel Graphics': 10059, 'Crafting': 9935, 'Building': 9405, 'Exploration': 8249, 'Co-op': 7219, 'Open World': 7008, 'Online Co-Op': 5577, 'Indie': 5564, 'Action': 5263, 'RPG': 4822, 'Singleplayer': 4741, 'Replay Value': 3936, 'Platformer': 3730, 'Atmospheric': 3240}"
107100,Bastion,Supergiant Games,Supergiant Games,1499,0,"Action, Indie, RPG","{'Great Soundtrack': 1667, 'Indie': 1466, 'Action': 1283, 'Singleplayer': 1120, 'Narration': 1119, 'RPG': 1025, 'Hack and Slash': 957, 'Story Rich': 941, 'Dynamic Narration': 843, 'Isometric': 778, 'Adventure': 698, 'Action RPG': 624, 'Fantasy': 360, 'Atmospheric': 341, 'Colorful': 234, 'Post-apocalyptic': 206, '2D': 134, 'Music': 123, 'Twin Stick Shooter': 106, 'Controller': 95}"
110800,L.A. Noire,"Team Bondi, Rockstar Leeds",Rockstar Games,599,70,"Adventure, Strategy","{'Detective': 932, 'Crime': 662, 'Open World': 636, 'Noir': 629, 'Adventure': 553, 'Story Rich': 493, 'Mystery': 419, 'Third Person': 394, 'Investigation': 389, 'Singleplayer': 342, 'Cinematic': 339, 'Action': 326, 'Atmospheric': 294, 'Mature': 256, 'Nudity': 140, 'Strategy': 122, 'Puzzle': 118, 'Third-Person Shooter': 116, 'Thriller': 105, '3D Vision': 53}"
113200,The Binding of Isaac,"Edmund McMillen, Florian Himsl",Edmund McMillen,249,50,"Action, Adventure, Indie, RPG","{'Action Roguelike': 2345, 'Rogue-like': 2270, 'Indie': 1944, 'Replay Value': 1325, 'Difficult': 1307, 'Procedural Generation': 949, 'Dark': 915, 'Action': 894, 'Top-Down': 715, 'Great Soundtrack': 702, 'Addictive': 640, 'Singleplayer': 628, 'Adventure': 547, 'Rogue-lite': 478, '2D': 403, 'Dungeon Crawler': 399, 'Survival': 385, 'RPG': 381, 'Perma Death': 346, 'Bullet Hell': 322}"
202970,Call of Duty: Black Ops II,Treyarch,Activision,1979,67,Action,"{'Action': 1445, 'Multiplayer': 1420, 'FPS': 1332, 'Shooter': 928, 'First-Person': 686, 'Singleplayer': 662, 'Co-op': 636, 'War': 534, 'Online Co-Op': 506, 'Team-Based': 395, 'Futuristic': 376, 'Survival': 326, 'Controller': 312, 'Tactical': 254, 'Adventure': 240, 'Great Soundtrack': 237, 'Sci-fi': 229, 'Horror': 217, 'Massively Multiplayer': 217, 'Atmospheric': 192}"
204340,Serious Sam 2,Croteam,Devolver Digital,999,0,"Action, Indie","{'Action': 289, 'FPS': 244, 'Co-op': 186, 'Comedy': 175, 'Multiplayer': 163, 'Shooter': 143, 'First-Person': 139, 'Gore': 127, 'Funny': 111, 'Singleplayer': 99, 'Classic': 96, 'Adventure': 95, 'Indie': 66, 'Sci-fi': 63, 'Online Co-Op': 55, 'Colorful': 51, 'Great Soundtrack': 47, 'Atmospheric': 38, 'Open World': 28, 'Difficult': 23}"
204360,Castle Crashers,The Behemoth,The Behemoth,1499,0,"Action, Adventure, Casual, Indie, RPG","{'2D': 2023, 'Online Co-Op': 2021, 'Funny': 2009, ""Beat 'em up"": 2004, 'Hack and Slash': 2003, 'Co-op': 1998, 'Adventure': 1991, '4 Player Local': 1672, 'Local Co-Op': 1513, 'Multiplayer': 1494, 'Local Multiplayer': 1474, 'Action': 1464, 'Singleplayer': 1046, 'Medieval': 995, 'Cartoony': 988, 'Cute': 977, 'Comedy': 945, 'RPG': 944, 'Arcade': 942, 'Casual': 936}"
205100,Dishonored,Arkane Studios,Bethesda Softworks,999,0,"Action, Adventure","{'Stealth': 2715, 'First-Person': 1709, 'Action': 1617, 'Assassin': 1616, 'Steampunk': 1604, 'Singleplayer': 1403, 'Atmospheric': 1275, 'Story Rich': 1101, 'Multiple Endings': 961, 'Adventure': 933, 'Dark': 879, 'Magic': 832, 'Dystopian ': 735, 'FPS': 610, 'RPG': 577, 'Replay Value': 509, 'Fantasy': 400, 'Immersive Sim': 380, 'Open World': 337, 'Shooter': 202}"
207140,SpeedRunners,DoubleDutch Games,tinyBuild,1499,0,"Action, Casual, Indie, Racing, Sports","{'Multiplayer': 505, 'Racing': 454, 'Local Multiplayer': 305, 'Indie': 298, 'Competitive': 296, 'Fast-Paced': 288, 'Platformer': 255, 'Action': 251, '2D': 222, '4 Player Local': 198, 'Funny': 194, 'Parkour': 189, 'Sports': 168, 'Controller': 120, 'Local Co-Op': 110, 'Co-op': 92, 'Level Editor': 89, 'Singleplayer': 85, 'Arcade': 82, 'Superhero': 59}"
208650,Batman: Arkham Knight,Rocksteady Studios,Warner Bros. Interactive Entertainment,1999,0,"Action, Adventure","{'Action': 1154, 'Open World': 1067, 'Superhero': 942, 'Stealth': 807, 'Adventure': 740, 'Third Person': 728, 'Singleplayer': 695, 'Detective': 584, 'Fighting': 524, 'Story Rich': 508, 'Atmospheric': 471, 'Dark': 413, 'Comic Book': 376, ""Beat 'em up"": 321, 'Puzzle': 265, 'Mature': 254, 'Sandbox': 163, 'Strategy': 156, 'Horror': 146, 'Epic': 121}"
212680,FTL: Faster Than Light,Subset Games,Subset Games,999,0,"Indie, Simulation, Strategy","{'Rogue-like': 2834, 'Space': 2594, 'Strategy': 2150, 'Sci-fi': 2050, 'Indie': 1993, 'Singleplayer': 1680, 'Perma Death': 1488, 'Difficult': 1347, 'Replay Value': 1289, 'Real-Time with Pause': 1095, 'Great Soundtrack': 982, '2D': 902, 'Simulation': 704, 'Rogue-lite': 690, 'Survival': 640, 'Adventure': 513, 'Pixel Graphics': 498, 'RPG': 309, 'Atmospheric': 304, 'Addictive': 135}"
214490,Alien: Isolation,"Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",3999,0,Action,"{'Horror': 1643, 'Survival Horror': 1281, 'Sci-fi': 1159, 'Atmospheric': 1042, 'Aliens': 1040, 'Stealth': 976, 'First-Person': 945, 'Space': 915, 'Female Protagonist': 797, 'Survival': 764, 'Singleplayer': 751, 'Action': 475, 'Difficult': 408, 'Adventure': 361, 'Psychological Horror': 340, 'Great Soundtrack': 327, 'FPS': 311, 'Gore': 234, 'Shooter': 184, 'VR': 136}"
219150,Hotline Miami,Dennaton Games,Devolver Digital,999,0,"Action, Indie","{'Great Soundtrack': 2485, 'Violent': 1902, 'Action': 1851, 'Indie': 1543, 'Top-Down': 1427, 'Pixel Graphics': 1399, '1980s': 1391, 'Fast-Paced': 1355, 'Gore': 1344, 'Retro': 1116, 'Psychedelic': 1110, 'Difficult': 933, 'Singleplayer': 813, 'Surreal': 669, 'Shooter': 562, '2D': 554, 'Top-Down Shooter': 515, 'Atmospheric': 505, 'Addictive': 502, 'Music': 422}"
220200,Kerbal Space Program,Squad,Private Division ,3999,0,"Indie, Simulation","{'Space': 3218, 'Simulation': 2719, 'Sandbox': 2451, 'Physics': 2244, 'Science': 2029, 'Space Sim': 1904, 'Building': 1606, 'Moddable': 1388, 'Indie': 1277, 'Education': 1253, 'Open World': 1025, 'Singleplayer': 1023, 'Exploration': 994, 'Funny': 787, 'Sci-fi': 656, 'Difficult': 584, 'Adventure': 578, 'Replay Value': 566, 'Strategy': 560, 'Comedy': 498}"
220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,1999,0,"Action, Adventure","{'Open World': 2419, 'FPS': 1985, 'Action': 1733, 'Adventure': 1469, 'Multiplayer': 1158, 'Shooter': 1119, 'Stealth': 1076, 'Co-op': 969, 'First-Person': 966, 'Hunting': 942, 'Singleplayer': 898, 'Sandbox': 601, 'Survival': 586, 'Story Rich': 573, 'Online Co-Op': 491, 'Atmospheric': 445, 'Nudity': 427, 'Crafting': 401, 'Colorful': 390, 'RPG': 286}"
220440,DmC: Devil May Cry,Ninja Theory,Capcom,2999,0,"Action, Adventure","{'Action': 903, 'Hack and Slash': 865, 'Great Soundtrack': 466, 'Spectacle fighter': 444, 'Demons': 415, 'Adventure': 377, 'Third Person': 340, 'Singleplayer': 327, 'Character Action Game': 298, 'Reboot': 247, 'Controller': 238, 'Gore': 223, 'Stylized': 167, ""Beat 'em up"": 156, 'Atmospheric': 152, 'Fast-Paced': 140, 'Comedy': 124, 'Story Rich': 120, 'Fantasy': 119, 'Platformer': 73}"
221040,Resident Evil 6,Capcom,Capcom,2999,0,"Action, Adventure","{'Action': 742, 'Zombies': 736, 'Co-op': 599, 'Third-Person Shooter': 471, 'Horror': 430, 'Co-op Campaign': 384, 'Adventure': 365, 'Online Co-Op': 365, 'Multiplayer': 302, 'Third Person': 252, 'Shooter': 244, 'Split Screen': 233, 'Quick-Time Events': 221, 'Local Co-Op': 217, 'Survival Horror': 185, 'Survival': 182, 'Singleplayer': 171, 'Atmospheric': 118, 'Female Protagonist': 114, 'Casual': 44}"
219740,Don't Starve,Klei Entertainment,Klei Entertainment,999,0,"Adventure, Indie, Simulation","{'Survival': 3669, 'Open World Survival Craft': 2148, 'Crafting': 1884, 'Adventure': 1759, 'Indie': 1749, 'Sandbox': 1617, 'Singleplayer': 1359, 'Perma Death': 1107, 'Open World': 1023, 'Exploration': 1000, 'Multiplayer': 952, 'Rogue-like': 782, 'Replay Value': 670, 'Moddable': 652, 'Difficult': 584, 'Simulation': 542, '2D': 478, 'Top-Down': 409, 'Survival Horror': 394, 'Horror': 389}"
221910,The Stanley Parable,Galactic Cafe,Galactic Cafe,1499,0,"Adventure, Indie","{'Comedy': 1844, 'Narration': 1515, 'Indie': 1317, 'Walking Simulator': 1297, 'First-Person': 1282, 'Funny': 1047, 'Psychological': 1022, 'Satire': 981, 'Dynamic Narration': 918, 'Adventure': 852, 'Exploration': 774, 'Multiple Endings': 751, 'Singleplayer': 730, 'Choices Matter': 596, 'Story Rich': 489, 'Short': 466, 'Surreal': 404, 'Atmospheric': 385, 'Puzzle': 309, 'Casual': 250}"
230230,Divinity: Original Sin (Classic),Larian Studios,Larian Studios,3999,0,"Adventure, Indie, RPG, Strategy","{'RPG': 1145, 'Turn-Based': 622, 'Co-op': 521, 'Fantasy': 486, 'Adventure': 436, 'Strategy': 301, 'Open World': 259, 'Isometric': 258, 'CRPG': 252, 'Story Rich': 243, 'Kickstarter': 204, 'Indie': 201, 'Multiplayer': 200, 'Singleplayer': 199, 'Turn-Based Strategy': 175, 'Magic': 142, 'Online Co-Op': 111, 'Crowdfunded': 104, 'Atmospheric': 100, 'Female Protagonist': 94}"
230290,Universe Sandbox,Giant Army,Giant Army,2999,0,"Casual, Indie, Simulation, Early Access","{'Sandbox': 639, 'Space': 607, 'Simulation': 574, 'Physics': 535, 'Science': 472, 'Destruction': 377, 'Realistic': 328, 'God Game': 321, 'Education': 305, 'Early Access': 261, 'Singleplayer': 260, 'VR': 215, 'Open World': 204, 'Indie': 195, 'Casual': 174, 'Atmospheric': 166, 'Sci-fi': 152, 'Great Soundtrack': 141, 'Exploration': 120, 'Space Sim': 61}"
230410,Warframe,Digital Extremes,Digital Extremes,0,0,"Action, Free to Play, RPG","{'Free to Play': 15210, 'Action RPG': 14812, 'Looter Shooter': 14724, 'Third-Person Shooter': 14698, 'Action': 14688, 'RPG': 14682, 'Third Person': 14630, 'Character Customization': 7674, 'Massively Multiplayer': 7597, 'Online Co-Op': 7587, 'Co-op': 7531, 'Singleplayer': 7509, 'PvE': 7505, 'Sci-fi': 7499, 'Lore-Rich': 7490, 'Space': 7481, 'Shooter': 7475, 'Hack and Slash': 7472, 'Parkour': 7463, 'Ninja': 7461}"
233720,Surgeon Simulator,Bossa Studios,tinyBuild,999,0,"Action, Indie, Simulation","{'Simulation': 1141, 'Funny': 1134, 'Comedy': 1130, 'Physics': 1129, 'Indie': 1123, 'Medical Sim': 1118, 'Dark Humor': 1118, 'Puzzle': 1113, 'Difficult': 1112, 'Intentionally Awkward Controls': 1107, 'VR': 738, 'First-Person': 722, 'Casual': 717, 'Aliens': 716, 'Dark': 710, 'Singleplayer': 708, 'Action': 701, 'Blood': 287, 'Gore': 283, 'Great Soundtrack': 120}"
233860,Kenshi,Lo-Fi Games,Lo-Fi Games,2999,0,"Action, Indie, RPG, Simulation, Strategy","{'Open World': 1452, 'Sandbox': 1202, 'RPG': 1141, 'Survival': 1109, 'Strategy': 732, 'Building': 700, 'Post-apocalyptic': 625, 'Base-Building': 622, 'Singleplayer': 609, 'Crafting': 608, 'City Builder': 522, 'Indie': 465, 'Simulation': 412, 'Adventure': 408, 'Management': 398, 'RTS': 328, 'Ninja': 278, 'Character Customization': 216, 'Alternate History': 166, 'Steampunk': 156}"
237930,Transistor,Supergiant Games,Supergiant Games,1999,0,"Action, Indie, RPG","{'Great Soundtrack': 1621, 'Female Protagonist': 1181, 'Indie': 1134, 'Cyberpunk': 1089, 'Story Rich': 933, 'Sci-fi': 914, 'Action RPG': 772, 'Singleplayer': 756, 'RPG': 723, 'Beautiful': 677, 'Isometric': 662, 'Atmospheric': 627, 'Action': 495, 'Narration': 472, 'Strategy': 410, 'Tactical': 384, 'Adventure': 369, 'Turn-Based': 301, 'Short': 148, 'Hack and Slash': 134}"
250320,The Wolf Among Us,Telltale,Telltale,1499,0,"Action, Adventure, Casual","{'Adventure': 1051, 'Detective': 955, 'Story Rich': 916, 'Episodic': 825, 'Choose Your Own Adventure': 791, 'Point & Click': 786, 'Noir': 698, 'Mature': 682, 'Visual Novel': 597, 'Choices Matter': 561, 'Singleplayer': 556, 'Atmospheric': 555, 'Comic Book': 546, 'Mystery': 467, 'Cinematic': 381, 'Action': 378, 'Dark': 370, 'Well-Written': 303, 'Fantasy': 270, 'Casual': 269}"
250400,How to Survive,Eko Software,505 Games,1499,0,"Action, Adventure, RPG","{'Survival': 757, 'Zombies': 702, 'Crafting': 477, 'Open World Survival Craft': 462, 'Action': 416, 'Co-op': 409, 'Multiplayer': 352, 'RPG': 297, 'Local Co-Op': 256, 'Online Co-Op': 254, 'Adventure': 218, 'Survival Horror': 197, 'Open World': 192, 'Hack and Slash': 184, 'Post-apocalyptic': 171, 'Gore': 170, 'Singleplayer': 164, 'Third Person': 155, 'Comedy': 109, 'Indie': 104}"
250900,The Binding of Isaac: Rebirth,"Nicalis, Inc., Edmund McMillen","Nicalis, Inc.",1499,0,Action,"{'Action Roguelike': 3843, 'Rogue-like': 3376, 'Indie': 2939, 'Replay Value': 2789, 'Difficult': 2462, 'Pixel Graphics': 2015, 'Dungeon Crawler': 1731, 'Great Soundtrack': 1597, 'Singleplayer': 1559, 'Dark': 1516, '2D': 1267, 'Remake': 1212, 'Local Co-Op': 1194, 'Gore': 1151, 'Procedural Generation': 1069, 'Rogue-lite': 1044, 'Atmospheric': 917, 'Action': 842, 'Co-op': 761, 'Horror': 738}"
252490,Rust,Facepunch Studios,Facepunch Studios,3999,0,"Action, Adventure, Indie, Massively Multiplayer, RPG","{'Survival': 17060, 'Crafting': 10795, 'Multiplayer': 10684, 'Open World': 10135, 'Open World Survival Craft': 7894, 'Building': 7546, 'PvP': 6842, 'Sandbox': 6751, 'Adventure': 5405, 'First-Person': 4763, 'Action': 4432, 'FPS': 4235, 'Nudity': 4229, 'Co-op': 3407, 'Shooter': 3394, 'Online Co-Op': 3355, 'Indie': 2935, 'Early Access': 2812, 'Post-apocalyptic': 2655, 'Simulation': 2336}"
252950,Rocket League,Psyonix LLC,Psyonix LLC,0,0,"Action, Indie, Racing, Sports","{'Football (Soccer)': 10328, 'Multiplayer': 6554, 'Competitive': 4538, 'Sports': 3982, 'Racing': 3869, 'Football (American)': 3648, 'Team-Based': 3393, 'Online Co-Op': 2842, 'Fast-Paced': 2187, 'Co-op': 2131, 'Action': 1923, 'Funny': 1888, 'Great Soundtrack': 1660, 'Local Multiplayer': 1608, 'Split Screen': 1479, 'Local Co-Op': 1342, 'Singleplayer': 1225, '4 Player Local': 1202, 'Casual': 1195, 'Indie': 875}"
254700,Resident Evil 4 (2005),Capcom,Capcom,1999,0,"Action, Adventure","{'Inventory Management': 1126, 'Survival Horror': 931, 'Action': 877, 'Zombies': 835, 'Horror': 739, 'Third-Person Shooter': 722, 'Singleplayer': 601, 'Adventure': 547, 'Classic': 456, 'Third Person': 435, 'Quick-Time Events': 297, 'Atmospheric': 289, 'Survival': 259, 'Shooter': 251, 'Gore': 241, 'Replay Value': 190, 'Remake': 182, 'Great Soundtrack': 169, 'Difficult': 145, 'Multiplayer': 49}"
255710,Cities: Skylines,Colossal Order Ltd.,Paradox Interactive,2999,0,"Simulation, Strategy","{'City Builder': 4822, 'Simulation': 3494, 'Building': 2901, 'Management': 2376, 'Strategy': 2239, 'Sandbox': 2049, 'Singleplayer': 1960, 'Moddable': 1718, 'Economy': 1688, 'Resource Management': 1337, 'Mod': 1157, 'Realistic': 970, 'Replay Value': 762, 'Casual': 713, 'Modern': 605, 'Real-Time with Pause': 585, 'Family Friendly': 564, 'Great Soundtrack': 472, 'Funny': 302, 'Action': 136}"
270880,American Truck Simulator,SCS Software,SCS Software,1999,0,"Indie, Simulation","{'Automobile Sim': 2733, 'Driving': 2601, 'Transportation': 2585, 'Open World': 2585, 'Simulation': 2574, 'America': 2547, 'Realistic': 2537, 'Moddable': 2533, 'Relaxing': 2525, 'Exploration': 2504, 'Economy': 2495, 'Atmospheric': 2491, 'Management': 2486, 'Immersive Sim': 2485, 'Multiplayer': 1263, 'Singleplayer': 1212, 'Adventure': 1200, 'Casual': 1197, 'Family Friendly': 1187, 'Level Editor': 677}"
271590,Grand Theft Auto V,Rockstar North,Rockstar Games,1980,0,"Action, Adventure","{'Open World': 30952, 'Action': 22526, 'Multiplayer': 20676, 'Crime': 18396, 'Automobile Sim': 18225, 'Third Person': 17967, 'First-Person': 17648, 'Shooter': 14180, 'Mature': 13699, 'Adventure': 13064, 'Singleplayer': 11834, 'Third-Person Shooter': 11486, 'Racing': 11072, 'Co-op': 9770, 'Atmospheric': 9588, 'Sandbox': 9538, 'Funny': 8953, 'Great Soundtrack': 8371, 'Comedy': 8193, 'Moddable': 6331}"
304240,Resident Evil,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",1999,0,"Action, Adventure","{'Survival Horror': 549, 'Zombies': 484, 'Horror': 478, 'Classic': 450, 'Remake': 406, 'Atmospheric': 324, 'Singleplayer': 305, 'Puzzle': 283, 'Survival': 254, 'Adventure': 210, 'Action': 208, 'Third Person': 203, 'Cult Classic': 169, 'Female Protagonist': 160, 'Story Rich': 135, 'Difficult': 125, 'Gore': 110, 'Shooter': 100, 'Great Soundtrack': 80, 'Third-Person Shooter': 61}"
304390,FOR HONOR,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",Ubisoft,1499,0,Action,"{'Medieval': 3977, 'Swordplay': 1184, 'Action': 1163, 'Multiplayer': 1076, 'PvP': 1000, 'Fighting': 998, 'Third Person': 890, 'War': 784, 'Co-op': 651, 'Gore': 645, 'Singleplayer': 615, 'Online Co-Op': 584, 'Hack and Slash': 501, 'Realistic': 468, 'Strategy': 425, 'Atmospheric': 389, 'RPG': 323, 'Fantasy': 313, 'MOBA': 286, 'Story Rich': 278}"
307780,Mortal Kombat X,"NetherRealm Studios, QLOC",Warner Bros. Interactive Entertainment,1999,0,Action,"{'Fighting': 1717, 'Gore': 1270, 'Action': 1047, 'Violent': 954, 'Multiplayer': 937, 'Blood': 883, 'Mature': 635, 'Local Multiplayer': 453, '2D Fighter': 447, 'Competitive': 442, 'Atmospheric': 384, 'Singleplayer': 367, 'Arcade': 292, 'Great Soundtrack': 265, '2.5D': 233, 'Online Co-Op': 232, 'Fantasy': 197, 'Third Person': 162, 'Horror': 122, 'Female Protagonist': 93}"
